,DeltaR_lab23,DeltaR_lab45,Label,lab0_ENDVERTEX_CHI2,lab0_IPCHI2_OWNPV,lab0_RFD,lab0_ptasy_1.50,lab10_IPCHI2_OWNPV,lab2_FDCHI2_OWNPV,lab2_IPCHI2_OWNPV,lab2_PT,lab4_ENDVERTEX_CHI2,lab4_RFD,lab5_PT,lab8_PT,lab9_IPCHI2_OWNPV
6210,3.1603183999999995,0.5131074000000001,b,4.808473110198975,13.185213776248188,0.9594956,-0.5175279974937439,4.1681955366168255,12.40774231313457,2.3594824270572863,739.6815349865103,7.594261169433594,1.2058351,195.99914719202224,353.23573799942716,7.480679702535063
854,0.03494707,0.14169817,s,1.455269595017479,0.5620979279628584,2.5449743,0.6681217661843984,7.128748373341249,46.717191742230966,0.5456414263826583,6979.042040478691,4.498671792768898,2.575324,758.879529807785,1297.8189742738894,5.3230736557918235
1321,3.0024896,0.7546223000000001,b,2.0770325660705566,22.111165049792298,1.294772,-0.07095787674188614,363.9323704148202,1951.9005534828484,0.4410483013955735,843.0335868160887,7.019987106323242,1.4301238,179.31911219945297,637.3135493616937,337.55086648425424
9054,3.1341429,0.78767055,b,10.63225269317627,7.659337927024501,0.3196243,0.17229197919368744,11.971959244627387,22.297374845560494,9.68185218122427,2347.023177154414,2.1003742218017583,0.34532747,152.08346951592074,2077.6484700016026,9.510290336276432
6976,2.2945714,0.54141873,b,17.73118019104004,6.949911983068503,0.79018354,-0.08777709305286407,7.595607417037038,17.283830571411677,15.341502052802324,448.8725481692994,2.5090525150299072,0.7887373000000001,219.97147906035457,1531.7147821314513,9.470242222620834
4258,2.2800045,0.8775124,b,4.185356616973877,8.24575462412595,0.7044196,0.3246065676212311,64.5985632644819,164.4116117393046,4.553977933111759,684.3779786053902,6.0602760314941415,0.65475273,163.4047040326563,911.1457223188837,37.443676289587735
2206,1.5840273,0.96831644,b,2.0838215351104736,0.7641025502167675,1.1877443,-0.5118125081062317,661.841756225416,11036.038150470891,0.4690826714557975,1054.1022918578633,2.482385873794556,1.2507772,155.20994104760172,1030.2526754636456,927.0744005447892
395,0.10737012,0.18770929,s,2.264705621719555,6.164588161800811,1.6893734,0.5438817038011102,147.53345483944202,1151.134234553729,1.2510557520160006,9374.838944308884,1.0670838876068955,1.5892829,553.450831939454,737.9323151273151,96.08288484874365
9111,1.2402912,1.0713453000000002,b,0.5681809782981873,0.8195841294931605,0.5708364,-0.5868135094642639,99.51125959340516,440.3642494269769,0.3341066948304305,2805.863737710725,3.232046365737915,0.39683673,236.529069038036,1775.5342713955142,29.316247582852736
98,0.44455150000000004,0.32647547,s,0.9631619836206166,7.449610480870657,0.69561344,0.07429774165048939,109.08328192610108,1904.786418828441,0.06479362885487358,1439.3920988150549,2.13138580252836,0.6244251999999999,361.7772499721932,1858.7008673056146,283.771270474837
3579,2.285557,0.9396386999999998,b,5.512075424194336,4.676483893076122,0.8553451999999999,-0.1384250372648239,309.4022782519966,1688.1020572115451,3.4845985472145315,661.9206928326082,17.466875076293945,0.7530756,286.7899476969164,723.6646077431175,308.11943954728747
8925,0.7141244000000001,0.96255755,b,7.602785110473633,16.942137773227632,0.45133668,-0.4709733426570892,35.81886545699835,782.2196602157222,0.2452109969713117,2549.361793272975,8.847116470336914,0.81502455,182.44792928394662,288.2509533375389,158.577341779564
8155,5.018643,1.0395093,b,2.1248612403869633,9.5417554305374,0.7616321,-0.19857995212078092,27.910735880318732,95.51084248968004,1.8170937311761939,1206.8158274152688,5.061509132385254,0.79535127,286.8065614660864,381.91585159561004,40.08551488455833
3552,5.1427197,1.074331,b,3.2985455989837646,2.8247003945793367,0.9523367,-0.06090502813458443,117.91515763772104,604.0967683485924,0.1721806312143114,625.3114603939382,4.157848834991455,0.9241708000000001,168.8339103971711,1068.5862447645486,159.67201584627028
208,4.001338,6.0423274000000005,b,1.7462012767791748,22.28394807040349,1.3496101999999999,0.26754671335220337,337.79925741207853,2386.221689352168,1.7908062612210631,689.6082928735702,11.898280143737793,1.1621748,662.6931109495556,256.6896710037239,406.73123519295234
111,0.2709968,0.68188536,s,0.6189631744127831,1.693483051032469,0.7470566999999999,0.2999959772410685,62.1156851444611,220.634109845667,0.3469471012689327,794.4414465733424,1.8125112543389077,1.0197691,226.10713746952126,3975.686668857851,69.61037896235476
6578,3.4374123,0.20285918,b,8.952421188354492,11.235648938775409,1.1623632,0.03607719764113426,109.5081430875295,458.9704691642272,0.6326120217579394,2376.173965432665,2.789975166320801,1.9397814999999998,488.42237008556435,1216.6081417202502,41.17167879514899
6111,2.2802113999999998,0.22636302,b,14.029555320739744,0.1519004975088552,0.7013282,-0.06507449597120285,57.21579854387656,1067.2471626523452,10.64274946449863,363.77503556456423,3.5653476715087886,0.6273901999999999,352.0528579631189,164.40746029301712,247.44842627916157
614,0.16984613,0.2117935,s,5.38945545526631,6.32280935256025,0.6100236,0.13719144178099846,214.0102989346189,964.8486502723503,3.7700027330936896,8955.415214721888,4.526137712179878,0.73111314,425.4983504840181,338.34710402989657,15.23556631243501
915,3.5344083,0.1405374,b,21.318923950195312,1.4316924576748193,2.4624092999999996,0.5916878581047058,426.82537576100685,2659.03153529594,2.4905999434272688,674.7181684229349,1.2538903951644895,2.44246,565.4942136750826,2159.13746845818,420.7735907346538
5705,4.651822,1.2230147,b,10.905513763427734,16.04921895943184,0.42920825,-0.5862014889717102,16.001215309054242,4.6664306092356025,4.636197852698468,776.9896851953699,11.741962432861328,0.20669901,184.69647127111008,243.67820255410615,5.586539606309322
561,0.20893638,0.21431519,s,2.4822822973553045,4.181232859584242,0.8458573,0.3338203117354361,25.012345733281656,110.86756015701091,1.6483819863930471,2310.084494273315,1.2568411175693746,1.0580584,712.990516984633,433.7746241894903,45.89607763929866
2496,2.566504,0.7734234,b,3.389145851135254,20.224638053379763,0.5099468,-0.3416801393032074,535.7576979549301,12406.937077532852,0.06138327507970592,767.3724905155252,4.481719017028809,0.4693349,271.6095147449736,1237.9905877671285,648.193759320141
226,0.28827545,0.2777937,s,0.4411372471976317,0.8106445000396384,1.2703403,0.5896225142525227,75.56765571386617,222.28688054225756,0.7217965761794423,1120.1589429314688,6.480342600141845,1.3211805,774.536452514651,3518.3857392248133,62.749089127952224
354,1.5479796000000001,0.47467929999999997,b,3.484913110733032,7.724426343510058,0.77188295,-0.5313211679458618,19.430521374342312,38.6885777548732,3.5684534887800243,284.6384980989044,1.4694746732711792,0.6232514,310.75000064360415,552.0549571374212,41.657661814376986
7622,3.232764,0.5784335999999999,b,3.5895171165466313,18.45743296635838,0.30812505,-0.32112473249435425,898.4876355919936,11540.811299843052,1.4334050630121904,1642.9054366578741,0.12503384053707126,0.35102594,312.87497646823726,516.1424502014924,837.9374525764258
10435,0.5016390000000001,0.68230206,b,7.462111949920653,20.354942370106865,0.6103630999999999,-0.4538277685642242,29.621046471672827,88.0616146847768,2.8099382746442045,1640.144496469747,5.127700805664063,0.68612844,430.9175425763031,353.0630688701383,11.254473963602829
7706,1.1048857,1.3395565,b,4.20487117767334,10.098745456070505,0.8836787,-0.08832396566867827,202.8785697085439,731.5712829010249,6.8636523218672325,1040.1397477743076,15.139633178710938,1.0826209,188.68439787115415,230.24305874444943,49.19411257671593
793,1.7283183000000002,1.3824278,b,17.64704132080078,15.164423098691936,0.45343137,0.1879017204046249,10.912630552394605,15.929096529285172,20.93125712289548,546.6714186785331,0.9847333431243896,0.47736242,217.73548952800502,1018.4636951801473,18.27465545616768
7104,0.50299066,0.43042564,b,13.905080795288086,4.889458889834606,1.2276539,-0.3559511601924896,13.347871628383313,13.206082707766011,3.1901743223440286,355.8925266144261,9.226238250732422,1.2583553,273.0962213213504,665.6506715237357,10.548034061139596
1414,2.0738077,0.9879339,b,11.37065601348877,22.446220975378342,1.2239598,-0.4906677007675171,154.56010399958495,946.0530787390919,7.748215451248567,1169.0493478463604,6.983946800231934,1.0361246,194.38900431866,1766.5452470287876,157.74841858860162
5245,1.4431316,0.5335671,b,4.28404712677002,14.888008040957342,0.41587250000000003,0.04493332654237747,15.541662499760148,2133.901460636729,1.1521003904017644,1155.0403309408725,1.2041385173797607,0.42267597,407.6371722500292,1682.2259091156573,435.5534069714877
357,0.33314458,0.09036304,s,5.357402953685153,1.1620686498249788,2.7778403999999997,0.7601520537265427,314.5549618622314,1359.5709590979122,1.9221619878513727,2246.0048813242784,7.827817456662504,3.2798013999999998,1211.3980596067627,8413.244014794418,229.08006611077045
5600,4.00662,0.17189676,b,6.7501606941223145,3.9074151216256814,0.50516784,0.29855796694755554,5.617626714018196,6.401354785519185,4.8197580418800845,570.5689267739701,11.680838584899902,2.757246,828.2484502852993,618.0695755333699,7.262287415207545
8271,1.6574117,0.55696833,b,15.761969566345215,3.0179530288134617,2.0448463,0.0612562857568264,39.65315312888279,1601.2430195611478,5.211298444587328,724.7128911506957,13.619916915893555,1.6960229,191.50951569047427,294.11355800098715,197.33141789735276
6366,1.6015558,0.63103104,b,2.6233952045440674,13.698372459325414,0.83713496,-0.4542967677116394,385.65389342186114,68745.73530541842,1.1180199159240545,2397.307795548999,2.092003345489502,0.5636386,423.2197029912478,495.0831228187849,808.4437132000902
8797,0.19237721,0.7807801999999999,b,20.07063102722168,16.79066582657939,0.2995261,0.06274565309286118,53.93048948224195,173.03384202767162,0.6975105475850281,5248.926874647807,5.106298923492432,1.0954002,193.80783523892936,535.6289810120435,19.57110030910418
2425,1.425592,0.31661409999999995,b,5.352226257324219,11.179167204848476,0.9748346999999999,-0.5481025576591492,145.85485344987208,447.5997071306736,4.0644619076843655,5040.238816762554,3.622724056243897,0.7540013000000001,229.7480816024369,514.3590245149782,82.94373607937588
301,0.043305837,0.078081764,s,1.1428893601401895,0.4248467691958109,1.0042286,0.6538624223599677,457.40485169887666,155260.29405465428,0.4218799840739417,1574.0167670812586,3.32863327075158,2.7131493,1371.4611697112832,1406.4093419704834,1242.7496015230452
5535,2.663082,1.0980388,b,10.880549430847168,4.202417725507357,1.5498471,-0.4598568081855774,39.13689632768057,88.3646195493059,16.606111580954813,447.98717883439485,3.3083860874176025,1.3391472,173.38991262469682,1483.2053411783547,31.152938252452135
5938,2.1238127,1.3619783,b,4.3067355155944815,1.8704629742610728,0.90270036,-0.21073035895824432,83.20886228251955,342.6399145636753,3.1301496665115134,3162.2688100792443,13.217279434204102,0.9938435,178.26298157497536,273.54573602964456,6.779941877975378
2625,2.5738267999999995,0.82691973,b,24.912214279174805,15.575281110335169,1.6114038,-0.3776582181453705,30.281169931313066,30.065333650506982,26.262045101084496,557.6395456744439,2.1330816745758057,1.5486761,274.97487757975273,449.60249154113916,4.654654374025685
7448,2.8175072999999995,0.51971114,b,18.323291778564453,7.602711649293723,2.0717924,-0.6812752485275269,24.24306388593096,77.14694622458265,1.065287594363106,806.9003301523677,7.805574417114258,1.4526017,338.4371009508266,2817.719421890689,25.498525658805967
6560,0.56589234,0.62252796,b,2.501363515853882,3.8431767940851422,1.1782917,0.5759837627410889,4.702125891767431,23.394136960883433,0.8822803210471791,445.86412840685,0.8997948169708252,1.5519782,376.1998996544258,919.7173810470256,19.442232939318828
10023,2.6245766,0.19639654,b,3.9165151119232178,24.49395544069166,0.5190813,-0.25909423828125,176.65839464524913,655.8352486381091,4.772926262093671,1520.8683604441248,0.34265419840812683,0.5148077,657.9482643795027,1477.2501492299807,133.33959521188714
1326,3.6984565000000003,5.5318727,b,1.712666630744934,24.618211367863413,1.1666493,-0.14595510065555573,74.43420613798813,557.8569859630165,4.542816554830665,628.0123274267793,3.0777952671051025,1.0675497999999999,238.76633137860958,2501.8159138713618,11.096984150669153
8913,0.5155692,0.70115465,b,3.346399068832397,0.41994378710345576,0.7159112,-0.21297559142112726,686.0574351148413,534952.4370540014,0.5588250407378933,2081.336144811789,14.70777416229248,0.7973863,312.5848296063006,414.7585645890872,1242.0994503590464
7533,0.91529197,0.6730451,b,1.4041852951049805,4.540463402467843,0.497938,-0.005450704135000707,321.08147952351493,2990.8998228155688,0.858161894073192,3700.070320696622,0.9691185951232909,0.6245881,193.43246392475075,3122.517294651865,52.75012527248826
2713,2.1075351,0.35950258,b,2.931957006454468,12.0736100365041,0.9639527,-0.013875097967684269,193.62987631478734,3855.404482388005,1.180889846565573,795.5118978368582,7.8621177673339835,0.7867307,188.05311829374168,1069.56454770154,304.81641944979424
188,0.117876045,0.6365321999999999,s,1.0454513191734371,0.6998527480412304,0.7791336,-0.03128239030131972,651.1190408607242,15437.374426371101,5.2048100996726845,3764.7510893068293,5.3414358252969505,0.837095,239.0144965625777,203.99423915975785,635.6446727203129
654,2.130242,0.32234266,b,20.09534454345703,20.730981883575478,0.8684622,-0.3471910655498505,604.0741508261292,6366.30589020859,21.128097716879317,2444.016847016403,0.2597843408584595,0.9059290999999999,625.2871655487581,467.8338512762838,553.2454343948559
559,0.07304956,0.4178803,s,9.592374299357665,5.028244832273039,0.53252083,0.7072941203723,382.60811671407095,2177.9257089521147,0.3116822459843945,2882.530896544493,3.722341482689551,0.87981325,359.8019065852179,2064.0903418531293,362.42897279173485
6204,1.9390678,0.61595666,b,1.2903763055801392,13.254158282040072,0.6151524,0.05312737822532654,14.947834167517419,151.78320267598426,0.3067179257972392,1898.2622562754602,12.759181022644045,0.4323907,202.9060139572014,230.92397926590473,49.48309398091393
971,1.5290926999999999,0.23873979999999997,b,6.510765075683594,23.67539319909337,2.016177,0.027822067961096764,27.624144128792068,116.36488295123495,2.9595134498655598,622.3394293309722,1.6433075666427612,1.7359175999999998,553.3626641724213,2426.750260616036,55.10591918425296
6363,1.6015558,0.573958,b,2.6233952045440674,10.3243576058401,0.83713496,-0.4795144498348236,385.65389342186114,68745.73530541842,1.1180199159240545,2397.307795548999,2.092003345489502,0.5636386,295.2233923658489,495.0831228187849,808.4437132000902
3555,2.1555717,0.67596126,b,2.832014799118042,12.94983486224973,0.9610662,-0.4377506077289581,19.726657218258623,101.82641138784227,3.9225739771274086,1326.8015442032015,5.5555033683776855,1.0698496000000002,184.23820586403897,1406.20850018765,53.452816712293256
600,0.24728669,0.21162508,s,13.307290008561358,1.0328408184062408,1.2068386999999998,-0.06816751286468717,107.77118261383045,279.6798918375274,0.7478932529461655,2319.227408233954,3.541303144917567,2.9254465,913.2756200168228,5510.611965330956,42.65282543382391
9169,1.0149827,0.9915544,b,11.02911376953125,6.829319105971879,1.198289,0.09899847954511642,95.7471244579714,648.0858891107767,0.4922185191120163,1776.7066844304943,3.2989718914031982,1.1733812,195.8806230845716,3029.136406205571,156.05997196550052
4425,4.3313413,0.95170367,b,15.80331802368164,14.954267044051546,1.0759108,-0.6821395754814148,103.26973120897335,331.57192205644213,0.6929728450532447,594.0003590066256,4.2672176361083975,1.1130446000000003,192.77822724571357,2161.7087463624694,51.24984253992978
605,0.6213171999999999,0.1482369,s,2.7383925948574435,1.3167873323784802,1.4472626,0.2542126511159211,238.10086694717063,637.7439220424147,1.5335074618010114,924.208928974264,1.5239576804030437,1.5760715,1109.9184564120517,7346.949484460902,108.16551825426676
3655,5.7124057,0.35313135,b,11.70527172088623,11.432589550930278,0.51774055,-0.18812550604343412,5.093331001451143,31.84366847117906,8.062111684738182,1004.253345824648,2.8323116302490234,0.3355978,248.7612461779367,2972.2995020185967,4.276109823790523
884,0.14845395,0.44152582,s,1.3101362932347982,1.8516355526772743,2.7675781,0.5200060431213372,34.123864223709695,82.81507104273442,0.966766621581164,6755.835554758365,3.739782122959811,3.3498826,408.0024918431713,591.8251513447854,13.158852905521755
370,0.48368916,0.144738,s,8.107465075919484,0.3213503767377629,0.8574261000000001,0.1910140548594076,45.777850334229356,1747.616386523485,7.24006740027848,2933.82580003548,2.415353369159125,0.86475295,919.884710481793,1315.234817200862,130.56528207205776
38,0.8275115,0.8224601,b,5.322991847991943,1.947871229414623,0.31372613,0.2819013595581055,165.45596810714585,875.0526815441726,0.5342350865329875,1709.617037175285,3.9204435348510738,0.26432103,268.0551454458579,152.88187368030262,65.15366106140326
6413,2.2948034,0.5635313,b,9.230563163757324,20.71747918080206,0.9256059999999999,-0.2749268412590027,879.8485354528214,15849.280435137833,0.5635131717829696,522.5142605709436,4.7648048400878915,1.7160031000000002,195.7210770458818,3634.928836456087,889.2790009534497
3604,1.6204717,0.85640275,b,3.6563701629638667,1.837309068465008,0.5554906,0.06715243309736252,89.09754608737222,342.96792716467314,0.009650552534290542,1874.978639664996,2.980135440826416,0.2536466,192.6395455247961,1017.5552598753543,99.33372124588415
9293,4.680481400000001,0.5830113,b,9.43934440612793,11.838322720715555,1.494421,0.07235991209745407,335.4844352398926,3262.826528889408,1.8650552635020068,1007.0409724038043,0.42336663603782654,1.5302559,193.59314915564548,3110.282707279195,382.1546613646864
6648,2.3696517999999998,0.48134813,b,29.63849639892578,1.6950747799012904,7.481541,0.02858500927686692,4.752804941816772,10.783632278454762,10.491081134967052,388.7893626374055,8.807467460632324,4.8622475,274.32776691396003,1513.0703419537374,4.3908727751282015
580,0.26307565,0.3346687,s,2.1011163712569374,0.036553551223349606,3.5385823,0.8577499908023474,313.13464840934535,1329.2873452825352,5.093877197487847,1966.0762987077112,2.525891337226454,5.926181,279.4928039391754,1656.7062176930704,166.4571610359443
10138,0.35621420000000004,0.32464877,b,4.779441833496094,10.416856957059476,0.37156585,-0.10205236822366713,217.62176076606065,12662.922513131069,3.16015694686055,1047.196221631839,5.949984073638916,0.30225268,411.3283955673375,953.6684933979939,527.1435775268396
4983,1.8047988000000001,0.5260828000000001,b,4.850080490112305,3.71145594748786,1.1163113000000002,-0.6025903820991516,7.410874804672207,3.604956190424909,2.594813008403964,466.0897123945132,7.604904174804687,0.5021869000000001,324.2121041848993,1760.6529479712915,5.791627359983326
7436,1.2408956,0.71086574,b,1.5066542625427246,17.91962678150441,0.53137136,-0.6817860007286072,5.872510049304335,44.850076504681844,1.216102447163021,1345.5511299463874,9.519594192504883,2.0549328,318.6495167107585,1688.4911598821002,18.013437029213073
195,0.30325294,0.21525294,s,17.551772479275282,0.4420749640954096,1.8046526999999999,-0.06477837827356643,86.06622413192217,167.59074350213126,8.417848269479213,2869.740075613391,4.8534328824067146,2.0493212,658.8823349874984,3108.4486842844976,17.879267989508573
3325,0.2771455,0.65035075,b,9.747481346130373,6.946062726885474,0.364742,-0.3855336308479309,95.48192981213305,11.731566475007535,2.2759823438387556,1077.9648829159512,3.9738030433654794,0.36116755,314.77474485733444,2081.9551184883885,490.810400001365
5299,2.3303868999999997,0.4655141,b,23.70331573486328,13.544486769973377,0.76693445,-0.568464457988739,144.13129261859532,1517.1519165005222,3.958544048034944,1125.9612077243155,8.707683563232424,0.8926843000000001,191.68549345216502,641.0399695026823,340.3531775589005
2690,2.017372,0.6186434000000001,b,3.6720128059387207,3.367811384533589,0.71426046,-0.0515352375805378,265.5992793950429,1231.5848641064908,2.986233678093384,948.4339083984712,6.504647731781006,0.81144345,392.8192542378746,405.9916379680743,200.08486946040455
1012,2.9224687,0.8112560000000001,b,10.96428680419922,1.7224600242317167,1.3043493999999998,-0.6120859980583191,21.35380149450746,33.820974941990556,3.8343769119029556,455.2046683635834,8.65818977355957,1.2240742,155.659860593539,630.5766240513518,5.1549425902988375
9451,1.9792273,0.68138933,b,2.252206325531006,14.251082770904505,0.42188013,-0.6663494706153871,125.55859933010008,478.51263916448374,0.07981817318234702,1174.9640100871175,0.6483122706413269,0.34706929999999997,174.49711430278728,2257.259202949453,108.97483123251527
114,0.80893636,0.24920788,b,4.590164661407472,3.924603259885819,0.7938575,-0.3136661648750305,31.04630113553256,139.33249520306066,1.896267714319916,2022.5477578786613,3.0115268230438232,0.75249237,749.2765666294389,218.86007698984298,32.77466872944077
5807,2.8248342999999996,0.7750094,b,15.345318794250488,22.347240407590785,0.26123354,-0.5749955177307129,1216.0160873986636,58822.30703469713,0.18934392244764836,962.0203320616463,4.946020126342773,0.62772894,188.57001670467127,251.334952603095,900.7299710361453
6011,5.0373470000000005,1.4640487,b,14.644024848937988,8.719005620142651,0.30583530000000003,-0.2877362668514252,31.42423357362608,20.931701783977307,24.393938664985686,857.5352477886843,2.678940773010254,0.31204507,174.57211260679642,1098.6777844299938,9.446846305004323
6284,0.9270078000000002,0.6501359,b,2.1970376968383794,24.40066054427,0.6629973000000001,0.08406981825828552,43.4680656772895,269.36205560832883,0.3211422281659613,1476.1459875296887,6.457498073577881,0.8305268,181.56373784431736,1569.4385210641415,52.05688253857191
5822,1.9617116,0.55371433,b,2.1839423179626465,0.4275270201421269,0.59616345,-0.20519952476024628,263.82504590056413,2283.91240762363,2.1310432578064358,533.2727189721974,0.7670535445213318,0.5902144,149.36113584195857,4010.8827022739024,379.1129722528376
2635,2.3104591,0.48662883,b,6.067354202270508,0.20117432813445896,0.3390612,-0.4465517699718475,121.04720823599058,365.7253902388522,0.882506457091115,735.5140668267331,3.159997940063477,1.1640017,166.03246459653602,2342.9196982611247,90.75611218591715
10633,1.3768649,0.5046183,b,13.453831672668455,4.609323121648456,1.7847240000000002,0.0843462273478508,189.22024606084724,978.5606728345731,2.6065215344439028,718.0372417221827,5.46434497833252,2.321617,294.71250821775453,1916.8332898820386,240.75544509164231
2563,2.0090191,0.3370176,b,5.222871780395508,23.774763476524033,0.85982555,0.7439408898353577,4.712692079036635,3.0989778993388697,2.9431372152260398,502.52905368744604,3.9289801120758057,0.963111,521.2788241430876,486.1399358209527,4.261213567523272
4212,0.29204085,1.2444175,b,0.8672304749488831,12.634627928595176,0.74042726,-0.25641307234764105,38.91723841642426,43.984542397774575,0.6254413666465116,942.8991739311259,11.331656455993652,0.7517227,177.0186332000109,326.33088391998695,23.923797990918047
569,1.794864,0.7640197,b,1.3895238637924194,20.762554006796638,0.38863528,0.03851732611656189,113.15983212905064,520.9435408456136,1.253748086573676,623.3108458064885,2.2829153537750244,0.39746094,150.80192604870803,546.5666607102925,151.4403690733595
2640,0.33021122,0.8875118000000001,b,6.150251865386963,5.225238500729413,0.38520074,0.17627103626728058,502.156271910956,5409.103919667878,3.096022820178137,756.8281604168809,2.2189736366271973,0.40569204,254.08979239631014,533.0932324650163,376.63698527716303
8892,0.9137021999999999,0.6279739000000001,b,7.525098323822021,14.28090691676285,0.7259208,-0.6074308156967163,30.153099668332953,61.55028324613723,7.533059047795633,412.2925884611558,4.186475753784181,0.7278253,373.79178388509285,1805.983986861456,109.57013931172787
10659,1.0820253999999998,0.62629807,b,12.422597885131836,16.63101932702904,0.40937337,-0.4458295404911041,5.250902778905297,11.20014405974369,9.95927429554682,479.8888348357357,1.6269214153289795,0.55614793,190.51555028395973,966.3652324561352,10.685183722150382
3021,2.2012181,0.68297327,b,5.536802768707275,12.630173425974126,2.1009066,-0.09964576363563538,77.47515845521241,290.67721958531445,0.016294618748293816,664.2526270177634,0.9200899600982666,2.1052756,444.50697193632413,508.97002514882934,93.84386693951092
1716,1.3403053999999999,0.5256964,b,7.220052242279053,9.68986077723643,0.59488523,0.16466614603996274,271.27581432341026,49991.789200981315,0.9976704368167324,1665.0982446990931,4.709955215454102,0.6571182,158.6743407107778,1354.608710735318,663.5449293377806
5485,1.3160813,0.6065406,b,16.347206115722653,20.69810763028548,0.77185607,0.027797825634479526,452.64957465717515,5221.544898638527,18.990337241041612,764.3068954942117,3.8492958545684814,0.78398675,195.1906309226957,805.1826809488638,303.2707411311065
203,0.24231562,0.11314724400000001,s,3.7718197086277065,1.1304251989033118,1.3065118,0.9452987596872384,1417.3314715785461,311685.26964038785,3.80562631470898,2210.443311215756,8.048396731271001,1.72481,1278.3906346356425,2259.775259794147,1110.4316468370869
